																															Class	blank	blank	blank	blank	blank	qcpool	qcpool	qcpool	qcpool	qcpool	qcpool	qcpool	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	NA	NA	NA	NA	NA	NA
678	4.922	437.18195	Unknown	[M+H]+	found in higher mz's MsMs_816; found in higher mz's MsMs_1234	0.875	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	261.79	QCpool_004	437.18463:4123 438.18798:1097 439.19134:158	117.06928:13 186.90427:15 301.22174:46 420.37469:13 437.24396:15	385	811	1348	2813	6323	44602	48526	48402	51396	50805	46793	47214	141036	79584	111901	136649	38666	116418	87003	58590	13627	136989	91517	84781	93737	115035	79107	68890	82546	144923	118835	129029	34120	142706	139972	138017	185070	158296	65752	142588	45386	22241	141085	221643	162350	327101	244823	279970	58889	212917	200608	243234	246770	138601	281463	273974	162671	176044	177730	555	167691	110495	85311	114814	298000	48224	3897	240087	116200	179414	282809	17931	2335.90773925781	48248.0792410714	136971.83950297	2410.27192962665	2346.35509098276	80097.3033687917
679	2.747	437.30875	Unknown	[M+K]+	adduct linked to 579_[M+H]+	0.833	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	88.78	QCpool_026	437.30853:2689 438.31188:1332 439.31524:912	263.21194:13 437.31259:31	1333	687	725	380	574	22048	22730	23373	20721	22629	23806	21416	43832	35841	69017	23967	12936	55742	30725	21167	13737	58541	22469	34643	36720	15300	6397	9178	13827	126147	23198	27372	20685	131582	73132	77390	58230	32962	22537	61026	7331	14337	47134	47650	17549	72212	51779	63407	47380	89780	78791	129739	102636	42249	66492	39892	111614	32467	84576	8223	42586	41472	67703	26139	35097	31890	846	136785	58120	162012	56683	11922	739.624096679687	22388.9854910714	49746.536505127	357.698799070034	1079.74881887337	36606.4061997679
680	1.448	437.37018	Unknown	[M+H]+	adduct linked to 721_[M+Na]+	0.542	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	91.88	QCpool_004	437.37381:2428 438.37716:3571 439.38052:1092	93.0759:9 387.28702:9 402.32932:10 437.34201:10	1461	452	1000	694	655	24593	29182	29030	28920	28685	27102	27644	73105	51821	45248	49900	749	37315	48240	79804	13428	22520	17974	19123	52921	16097	12971	4366	19298	21396	19126	165802	3076	21024	221786	90010	112340	44811	32595	30138	8990	4195	204489	147857	10944	283345	119767	372431	3894	82170	114274	52836	46270	68369	603883	314849	33359	136776	130015	2531	91704	90194	43068	50601	14209	2218	284	125750	104109	45252	44149	17869	852.409301757813	27879.2458147321	78293.9557169596	392.6770390273	1643.732754769	104300.887702045
681	3.436	438.37784	Unknown	[M+H]+		0.875	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	148.09	Sample_CPM006_010	438.37738:18283 439.38073:6489 440.38409:2815	89.05483:31 89.06145:62 133.07965:31 163.14561:26 172.11191:31 239.13902:31 332.12009:26 421.32867:31 438.29327:31	38201	7397	22300	71794	67372	199344	148919	140095	126202	183453	153741	113383	303218	152645	243911	342888	110386	201736	220451	314365	255644	345817	207529	160688	185723	201992	192216	209839	211413	193964	178415	185055	143023	240976	310839	311272	397221	243379	146159	207962	181258	199125	291250	274780	161609	271139	286304	470266	212715	280123	179054	304964	374805	186737	255517	477712	242189	138232	162612	271689	220606	156083	194613	223382	394945	89146	36283	202849	122728	389026	231397	171212	41412.5677734375	152162.506696429	234551.321809896	27971.4198535215	30391.0173247008	87489.9994239863
682	7.969	439.19806	Unknown	[M+H]+	found in higher mz's MsMs_1399; similar chromatogram in higher mz_1328; found in higher mz's MsMs_1328; found in higher mz's MsMs_1109; similar chromatogram in higher mz_794; found in higher mz's MsMs_794; found in higher mz's MsMs_939	0.931	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	291.66	Blank_001	439.19867:2534 440.20202:471 441.20538:78	157.10484:26	24827	3769	3134	5540	4634	67429	70677	57634	66276	68425	53647	55436	238611	108902	74384	47859	26836	88316	56631	54820	14277	102358	83643	55493	22615	80353	41869	47973	25513	133710	99319	129017	43189	52676	54261	137468	306787	107956	21093	104844	33888	263583	152032	235535	145735	321411	299500	199407	324186	70277	104798	117763	174241	86317	301164	250283	178395	136770	219971	195301	247835	138205	60310	106744	375908	206710	5413	230548	84708	214739	256102	157622	8380.78310546875	62789.1294642857	137602.901961263	9238.30282610924	6974.60805399401	93754.0723094214
683	4.657	439.29388	Unknown	[M+K]+	adduct linked to 581_[M+H]+	0.833	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	57.79	QCpool_004	439.29608:2233 440.29943:1118 441.30279:1018	59.99126:13	315	913	516	1359	1573	23290	22929	23475	22804	22437	21790	21496	43178	30440	103508	120384	13968	127553	128656	61130	14915	58395	39142	69788	46819	77237	65947	46298	124330	134873	80536	63530	13550	62950	49299	129145	68190	137955	51901	100872	29569	12896	29069	80419	40859	93909	47934	48306	3136	35551	66731	77308	35280	16939	57580	50680	78262	57492	32668	1342	63864	39352	26154	26198	57003	33017	1133	71703	19405	52423	26985	11129	935.0828125	22603.0142299107	56479.7596110026	535.536929438452	741.00537245971	35786.9563496679
684	4.956	439.31677	Unknown	[M+K]+	adduct linked to 634_[M+Na]+	0.708	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	74.62	QCpool_026	439.29639:4192 440.29974:2269 441.3031:1487	57.07607:26 102.08617:26 147.11627:26 439.31274:26	973	8674	7221	1783	4066	41154	43155	34597	34476	35650	35704	29791	92943	48856	130446	128933	35560	130071	88709	62849	20637	138336	77873	88985	74773	98055	82878	62357	96558	128461	82400	74159	37935	69662	80138	88036	104066	91086	63646	86726	72046	31636	63682	90906	51842	23605	25982	93859	16607	53078	26847	72158	89794	36291	68692	63943	59033	68891	53789	2593	59301	56523	49224	36661	26365	34102	1065	62380	27658	59328	59929	248	4543.40329589844	36361.0650111607	65053.1903828939	3347.61820135596	4470.12508135869	32734.8061911332
685	5.826	439.34863	w/o MS2:NAOrn 20:2;O	[M+H]+	similar chromatogram in higher mz_697	0.861	True	6.22	439.353	C25H46N2O4	NAOrn	ATRBJIIDPVKZBC-UHFFFAOYSA-N	O=C(O)C(NC(=O)CC(O)CCCCCCCC=CCC=CCCCCC)CCCN	530	True	True	False		False	False	null	null	99.6	100	null	null	null	77.94	Sample_CPM001_005	439.35394:22033 440.35729:8557 441.36065:2891	397.06735:26 439.35239:124	2135	3402	3212	2559	1237	89223	111729	112112	110068	106559	98334	108904	200852	153968	232493	277946	72220	262343	266606	166823	71828	167674	190281	242709	205083	284706	222790	253234	242326	279911	217965	195936	81437	189931	216007	267502	210229	257458	220775	259572	165571	1144	146286	245161	166511	230750	228323	206311	1294	137095	208064	167201	158688	103974	197973	210314	168201	177537	144108	762	144600	145916	126541	103428	141767	54166	1289	175531	88914	170913	178631	0	2509.01357421875	105275.378348214	171792.906128947	873.404395672954	8485.49565418482	75879.6300167709
686	3.236	440.33417	Unknown	[M+H]+	found in higher mz's MsMs_812	0.847	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	101.36	QCpool_037	440.33023:4044 441.33358:1834 442.33694:2018	207.21123:13	1931	1514	2443	2305	3440	63219	42313	42153	36680	41008	37830	35326	18153	189884	358215	374844	17466	349753	170931	18563	18218	77031	127990	297486	244629	189358	745832	110089	47955	280786	133428	59283	29537	72759	194678	151153	350950	447083	188534	334197	111253	108849	71812	115937	52239	259691	238850	255413	79342	289711	87410	206676	336526	53572	90247	137577	115971	106916	122732	46290	82504	91470	100234	39281	489336	145491	8795	71042	80577	75615	116336	73516	2326.4916015625	42646.8616071429	164333.2609375	719.435953608466	9475.03083611049	138805.741318234
687	1.72	440.35422	Unknown	[M+H]+	ion correlated with 571	0.792	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	36.74	Sample_CPM003_007	440.3598:5827 441.36315:4211 442.36651:3147	207.11601:26 423.43994:31 423.46597:31	510	962	1347	263	1279	36508	41065	38821	40227	37700	35330	35423	93329	46602	99341	287740	9698	202004	116487	41509	13466	68453	335207	81779	68301	101538	54910	98056	56294	103689	116786	69430	18135	60934	131930	101200	101141	192487	85119	116345	37184	60647	44674	123252	31602	58205	83722	361993	36992	67185	57559	128602	140104	70200	100012	119659	99397	80411	62378	63194	57752	42849	28388	30130	267996	14674	1474	39875	28032	332282	68289	4749	872.16064453125	37867.7678571429	93589.5944905599	474.584729920231	2272.88942392354	80018.2448131344
688	4.873	440.44284	NAE 26:0	[M+H]+	similar chromatogram in higher mz_738	0.833	True	9.63	440.4462	C28H57NO2	NAE	HOASAVVLHDNBJC-UHFFFAOYSA-N	O=C(NCCO)CCCCCCCCCCCCCCCCCCCCCCCCC	410	True	True	True		False	False	null	null	100	99.9	18.8	75	100	45.95	Sample_CPM058_063	440.44263:2386 441.44598:710 442.44934:555	440.35486:31 440.36667:62 440.41089:31	1134	297	560	294	400	16877	20429	20054	20704	22022	22610	19341	38188	58363	22279	22066	2305	34232	27946	14533	3647	34729	84827	127546	56395	24322	107674	45826	41640	32478	28434	39131	17458	38749	119111	52691	103356	67923	68393	54785	29867	36337	36277	69051	59962	52542	52491	70180	52757	131481	59416	66118	110931	57531	45191	52560	69485	62286	87490	1318	52036	27894	36023	22997	61702	28133	252	60989	41020	56453	64424	5233	536.906677246094	20290.8236607143	50490.8462483724	351.142196298493	1878.76821545568	30210.3918743526
689	2.637	441.18564	Unknown	[M+K]+	ion correlated with 465; adduct linked to 586_[M+H]+	0.847	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	456.05	QCpool_004	441.1915:14152 442.19485:4758 443.19821:2339	396.41077:13 441.19287:31	107	67	287	104	140	114486	111130	108007	93908	89228	83106	86636	117805	134287	16979	14383	5328	16999	15473	77236	4549	33622	124980	76049	56491	8827	16695	3172	25262	18268	50985	701411	11298	95333	124345	322120	58931	9461	15401	28488	3026	121208	545763	126289	46468	656815	199964	1699844	381013	252474	670158	120093	120352	338803	1157462	541391	149304	1274586	436686	19580	147629	503935	108082	167517	1698625	48033	38	532402	43615	120544	370768	111532	141.055290222168	98071.6953125	248302.955452792	85.7833844972135	12838.595042366	382039.651547171
690	3.681	441.23727	Unknown	[M+K]+	similar chromatogram in higher mz_705; adduct linked to 629_[M+NH4]+	0.75	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	108.09	QCpool_004	441.23578:11931 442.23913:4621 443.24249:2465	347.13806:13 441.28708:15	104	157	159	141	102	124461	165289	164260	152125	165195	164048	160336	184016	185054	156977	172925	61552	239912	322326	256287	82724	300310	263590	147451	180811	264454	160741	188371	240478	230177	221385	239530	77064	165156	185980	251597	275932	302260	279923	327861	157131	52685	152875	293442	215187	342396	254974	275711	92693	239430	333499	361152	254673	144638	280190	305657	292949	364822	234485	51457	358056	197031	229666	282875	381303	234239	120	317697	134219	188510	136194	452	132.562576293945	156530.313616071	218754.255685933	27.8425356125912	14890.7357168822	91377.8533011737
691	5.941	441.29172	w/o MS2:NAGlySer 18:2;O	[M+K]+	similar chromatogram in higher mz_1263; adduct linked to 536_[M+H-H2O]+; similar chromatogram in higher mz_718	0.931	True	5.6	441.2959	C23H40N2O6	NAGlySer	FJYPHSGNSXMMOT-UHFFFAOYSA-N	O=C(O)C(NC(=O)CNC(=O)CC(O)CCCCCC=CCC=CCCCCC)CO	530	True	True	False		False	False	null	null	91.6	100	null	null	null	141.06	Sample_CPM044_049	441.29172:360955 442.29507:124370 443.29843:23473	315.15823:93 441.28671:3262	275787	263825	273622	365579	290631	499513	579634	604806	501943	543950	497251	528921	494248	434800	425498	335910	433738	224302	869109	169725	291462	485650	528795	817501	305615	990123	311333	374424	160335	546371	1194705	277591	257122	432234	240946	281409	1078080	1049026	280610	443079	362115	1204	441517	903081	713961	511599	659905	601054	937	371104	325437	171336	4731820	442718	3468218	300421	1226308	216482	524430	56217	302102	333456	1199954	257180	663062	122714	254736	324144	482326	2108007	581207	1822	293888.825	536573.90625	606571.861841838	41207.9360356315	42312.0602861623	757718.743130976
692	4.307	441.31644	Unknown	[M+H]+	ion correlated with 807; found in higher mz's MsMs_921	0.514	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	67.48	QCpool_004	441.33261:2842 442.33596:2406 443.33932:1055	245.10622:26 441.29568:31	3867	2018	4367	1849	3290	34644	37102	41359	39357	41954	36196	35413	124743	75883	57057	68519	5782	76853	33842	26389	9118	79894	61409	86467	27133	88145	27300	22950	14877	54340	38857	75070	21650	72402	83101	66143	93259	112873	23462	52293	14372	61628	83208	132922	97932	231431	264507	143721	61465	128814	109168	137838	140050	66350	121798	145128	120838	85285	79396	11559	88261	39973	35482	33618	243170	39088	1677	101359	36941	67766	127760	24335	3078.29301757812	38003.7639508929	77610.8055623372	1113.86304686532	2908.99754050042	55637.3101098589
693	1.749	441.32999	Unknown	[M+H]+		0.792	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	94.33	QCpool_004	441.33484:2542 442.33819:1921 443.34155:507	227.14496:13 441.33237:46	708	401	400	338	1091	27841	30159	29272	29981	25351	25870	27432	191357	115310	335192	354768	14916	326606	158494	77556	5693	274192	83528	240162	76848	303331	373399	98851	101550	279498	180437	89079	14882	66620	233470	99556	226137	300834	97944	199422	36421	18975	79851	140775	109618	165396	163880	158970	20420	292810	62543	257616	167744	23889	71532	178247	160960	118957	36730	23190	127828	49766	36998	34908	75316	9446	547	57129	23512	55804	113452	7079	587.645812988281	27986.4935825893	129999.024730428	316.362508691008	1919.51707306779	102389.554047268
694	5.106	441.33432	Unknown	[M+H]+		0.861	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	110.98	QCpool_004	441.3331:4510 442.33645:2858 443.33981:1584	127.15324:13 183.117:15 323.27246:13 441.31616:31	7029	5286	5509	15688	10505	59812	61485	61675	56951	56272	54040	62572	236240	180792	468522	449438	39800	719107	337805	196214	34954	251495	137350	273891	203029	331209	273638	152332	264813	559362	251230	269838	46352	145484	286236	369944	418245	1004739	254920	639745	110412	37956	128419	266262	113083	525153	578790	261718	32899	184003	238432	416887	486876	72263	244415	369038	263318	276462	181382	4099	191533	140365	137609	112081	492309	86256	5454	243028	93222	187324	202208	1032	8803.626953125	58972.2957589286	258016.903531901	4377.97052526371	3240.03400975161	191826.53201576
695	0.987	442.31613	Unknown	[M+H]+		0.889	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.89	QCpool_004	442.31433:6971 443.31768:2658 444.32104:14724	224.1694:7 249.07529:8 341.19931:7 442.27737:15	1804	2324	1513	6276	4276	69956	115471	106377	141556	141091	151122	153405	246137	134517	134782	126559	19475	96472	105632	62822	32071	240267	168067	184164	97906	136258	129794	90407	100643	160576	191726	238697	58839	230304	301870	189114	227811	132030	87198	150006	67160	72725	243394	336051	254361	357914	458162	397479	54193	434264	223922	359283	351646	205496	257873	301922	288408	208951	247718	41780	268692	177776	136296	123474	262953	189996	2102	261858	164919	268468	416643	44668	3238.61809082031	125568.265625	192578.222180176	2010.93480544148	30241.8977117442	109872.520473937
696	3.902	442.35306	w/o MS2:RIKEN P-VS1 ID-3236 from Mouse_Muscle_fads2KO_N_Ctr	[M+H-H2O]+	ion correlated with 818; adduct linked to 725_[M+H]+; adduct linked to 805_[M+K]+	0.917	True	5.67	442.35291		Unknown			530	True	True	False		False	False	null	null	100	100	null	null	null	104.77	Sample_CPM029_034	442.35306:1043774 443.35641:468931 444.35977:99612	55.05335:62 57.07078:192 67.04976:62 67.05666:62 69.06748:62 73.0641:1320 79.05668:124 81.06663:124 83.089:62 88.033:62 88.0396:154 89.05884:514 93.06702:62 95.08365:391 97.10251:124 107.08273:31 108.03998:154 109.09978:181 117.08999:1975 121.09743:297 123.1124:62 126.05245:258 130.0473:31 135.09218:92 135.09871:730 135.11667:324 137.12944:62 138.08362:62 149.12369:31 149.12885:155 152.10291:93 163.1442:31 163.15855:62 166.12563:93 178.10187:62 178.16:62 185.12357:26 192.13882:62 206.15308:62 211.19604:62 211.20421:155 220.16629:93 222.18663:62 247.24117:62 260.24872:62 262.25601:31 264.27332:93 278.2428:433 290.24344:411 308.25677:853 322.27203:4764 324.27509:62 336.27679:26 352.2886:154 412.31308:31 412.34161:282	1467	995	1002	2401	2609	468356	504205	480198	463237	476822	445974	450315	213633	1799467	5734688	7403794	164364	6386706	3171732	615642	59163	1234021	1700023	4081773	2475202	3607622	8067734	1862829	724663	5446722	2017039	1017137	307571	1061609	2499557	2698326	5443337	8770088	2795273	7172060	1292578	996483	1141852	1989032	734712	4200096	4423956	4329044	720227	3840064	1254978	3257908	4299666	731633	1386306	2435627	1775902	1620364	2014012	687515	1239555	1481599	1601916	482643	5788004	1227335	1512	1205340	1005371	1213718	2131272	465435	1694.84794921875	469872.46875	2491790.50379639	767.570252735685	19721.3136197369	2153471.64331481
697	5.825	442.42032	Unknown	[M+H]+	similar chromatogram in higher mz_749	0.694	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.81	Sample_CPM025_030	442.4184:6283 443.42175:2759 444.42511:3229	333.16534:26	2023	1352	287	580	396	13091	19418	19821	20848	21092	20735	21382	78495	32515	10858	12020	4132	13061	11208	10400	2709	54915	49556	19719	10894	19868	9068	7459	5490	30840	27793	62668	9540	60556	48698	50728	71171	16425	7356	21246	8265	0	84316	169973	120977	181159	261002	174850	0	116396	112866	91152	129082	96473	154493	125500	107578	89030	138111	0	117802	62209	31609	40534	187314	43581	361	137586	44648	108035	212572	0	927.627612304688	19483.685546875	65114.4651524862	740.529912159652	2904.20119548031	63296.9611935048
698	1.544	443.20242	Unknown	[M+Na]+	ion correlated with 777; ion correlated with 810; adduct linked to 720_[M+K]+	0.75	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.13	QCpool_004	443.20416:1878 444.20751:571 445.21087:178	142.93901:26 443.20309:31	185	182	78	163	68	17767	19218	20949	20381	16535	16930	15640	59534	42311	196386	29729	13960	176046	29436	16688	31347	78801	16665	40749	28335	7871	4365	1336	7732	116845	20463	28939	20292	88649	111839	84044	90761	58299	5654	51367	5254	1248	54767	51713	26143	109856	73509	88166	16247	149313	120409	206895	152360	24905	75805	48853	199092	29064	94390	2266	37947	36691	68740	33033	12298	9818	170	149436	44819	194670	46817	2758	135.080656433105	18202.9351283482	60431.5786506653	57.5464364160937	2019.87347192235	56938.3657139595
699	4.929	446.39423	Unknown	[M+H]+		0.528	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.84	Sample_CPM010_014	446.3916:6302 447.39495:4587 448.39831:1520	341.3056:26 401.33517:93	957	601	2453	2464	1522	26955	32539	33225	33515	34289	35901	35475	103517	77375	198186	181820	14999	196440	151962	72226	10294	74894	84418	163957	155526	192256	174409	111012	141509	228339	150017	111347	22299	96657	135432	145676	202707	265829	137953	201317	71324	54178	64022	98583	75352	82800	135106	110614	43935	92166	108020	139755	135803	44458	58229	92082	118574	96917	97767	627	82710	77399	58521	49525	117475	60344	1954	89064	48552	91926	65287	2475	1599.33397216797	33128.4450334821	104465.215721639	849.998254176626	2976.69205194475	58763.2160126811
700	4.651	446.39862	Unknown	[M+H]+		0.847	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.14	QCpool_015	446.39136:2564 447.39471:1376 448.39807:316	125.09875:13 166.08598:13 279.22766:13 383.31616:15 383.32166:15	1694	1801	899	358	1539	23108	21716	30062	27829	28381	30507	28383	106331	40009	282013	342821	13538	464817	211729	85303	14262	80344	55826	103304	85751	183272	98707	61469	244073	364724	164479	159170	18959	92170	103964	261138	169705	834958	112097	512315	44884	58546	58622	174942	67348	354994	235221	153366	62870	79807	161556	283337	104901	26321	113531	231212	192239	215607	61688	4256	130481	70660	38592	50040	261599	50084	927	149545	36786	131419	88646	57888	1258.1876159668	27140.8487723214	150319.369533285	612.889608146016	3394.08407187538	143287.432910813
701	4.923	447.28537	Unknown	[M+H]+		0.861	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.37	QCpool_004	447.28793:4875 448.29128:1735 449.29464:2882	402.35919:26	564	733	1793	2536	1566	63434	56826	57132	57114	58228	60314	52155	85152	138454	123984	153134	27566	124194	192139	95335	43491	108220	121980	92217	124978	111727	121359	107866	149232	122385	88053	72386	34455	76218	98996	123735	127032	207280	184176	170323	78770	4733	36149	117017	65983	166813	75220	87786	5260	136238	132468	162991	113396	46171	117478	114815	111032	171794	91882	0	132217	58683	95956	90525	130837	65884	947	103430	37693	64266	44915	1705	1438.42028808594	57885.9107142857	98151.9972005208	807.359406998273	3462.47901999492	49578.456940205
702	6.627	447.34079	Diisodecyl phthalate (also known as the production of plastic)	[M+H]+		0.764	True	8.24	447.34689	C28H46O4	Others	ZVFDTKUVRCTHQE-UHFFFAOYSA-N	CC(C)CCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC(C)C	430	True	True	True		False	False	null	null	83.8	100	73.9	73.9	100	19.59	Sample_CPM010_014	447.34366:11864 448.34701:4558 449.35037:1658	57.06684:26 121.02952:31 149.01218:31 149.01904:124	200279	167093	196546	173460	167112	183721	125689	102876	104050	125037	115431	132843	115546	84298	30686	89807	73848	22553	9262	24265	94600	95030	64116	64654	197903	16776	21181	55547	8845	33176	35042	72632	58855	65377	15368	32030	86225	2430	5495	41354	72568	22357	111914	323176	530225	40629	4200196	31546	330776	60855	53349	9834	98734	145682	431512	7521	220755	27383	303624	30607	69241	52253	81788	164057	57335	168013	165961	24846	45502	95311	425784	198427	180898.125	127092.472098214	168644.355489095	16251.680003237	27384.5656372818	541207.863130882
703	3.047	447.35199	Unknown	[M+NH4]+	adduct linked to 707_[M+Na]+	0.861	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.14	Sample_CPM001_005	447.35361:14856 448.35696:5929 449.36032:981	98.98396:26 251.20386:26 344.28403:62 344.29443:62 447.33823:31 447.35605:93	6877	9503	4154	1750	3733	81866	77589	71623	70740	54845	66080	57501	168812	115620	465908	49048	58119	211241	108352	54921	49683	192729	78598	143985	118255	29321	16463	22862	43007	259255	83091	130904	56198	210151	312509	252180	284258	98028	33062	138124	29042	37735	85771	115700	75695	311868	165856	261771	196881	352191	236037	544387	326293	82440	237188	152045	436047	119899	291823	21223	132043	114896	170908	103928	300147	132387	3776	487022	145110	452814	188711	48424	5203.45349121094	68606.4017857143	169079.05291748	3019.97452951852	9910.0591889869	130348.182882381
704	2.638	448.28683	Unknown	[M+H]+	ion correlated with 586	0.917	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	442.07	QCpool_004	448.28979:131585 449.29314:44337 450.2965:8729	111.00165:15 111.01201:15 129.02321:46 139.00053:46 157.00789:31 161.13623:13 185.07487:62 187.12358:13 213.07959:31 217.03514:31 287.1488:15 329.16724:46 413.03391:15	810	891	1829	1360	419	1064090	1246824	1332280	1366907	1408769	1422274	1449756	1680864	1595309	298229	365283	62189	506080	265255	1121462	52329	505761	1602993	1158006	970356	206667	338981	53613	475528	508536	1038815	13195061	176448	1357479	2237018	6273050	1369442	334507	336360	997968	71420	1951757	9501382	2467817	678395	15463276	4809482	34891612	8341516	4488598	12298099	2780919	2250396	5693630	20948716	12115128	2912829	27537354	8131532	429062	2498004	8774865	1828097	3034294	36550280	984144	6289	10713055	745640	2164404	6799946	2654771	1061.86229858398	1327271.44642857	4893338.28948568	543.634079069731	134165.519295719	7910472.89570324
705	3.688	448.33951	CAR 20:4	[M+H]+	ion correlated with 629	0.694	True	5.68	448.3421	C27H45NO4	CAR	VPEBWBVNBKLXSR-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)C[N+](C)(C)C	410	True	True	True		False	False	null	null	100	100	6.3	75	100	44.26	Sample_CPM009_013	448.3364:1472 449.33975:707 450.34311:521	62.98392:9 85.03029:9 98.98339:9 106.0489:9 145.0974:9 149.06023:9 207.112:9 248.17146:9 281.25439:9 292.21332:9 320.90054:9 346.26193:9 368.04868:9 380.27402:9 385.09158:9 407.10489:9 413.28192:9 431.37698:9 448.19266:9 448.3027:9	3118	942	666	1168	346	36044	38976	39609	41614	42763	42666	46532	147879	107168	287752	351043	19216	422489	241447	116486	16107	182870	94625	133400	141416	250864	165348	95621	168155	377098	208234	158293	20388	68602	147788	187099	291345	792081	201814	679216	53866	60748	62304	224556	79413	460608	363817	248479	77478	223170	225678	468105	203088	42232	191459	303954	265120	376692	113809	26780	193183	94986	74264	82643	448486	91259	503	170752	47963	84415	5229	59472	1247.87393798828	41171.99609375	191639.231403605	1089.62234376897	3347.81882472435	158873.676483086
706	3.693	449.36688	Unknown	[M+Na]+	adduct linked to 648_[M+H]+	0.819	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.42	QCpool_015	449.367:4607 450.37035:2512 451.37371:684	324.32776:15 369.05798:15 449.27966:31	2187	1011	496	1077	1312	32251	38555	40640	39780	44487	36346	39240	88147	80928	156593	73407	25037	62838	25682	58183	23280	99088	38332	57537	69196	23937	23894	25983	37372	199784	53889	54619	32748	291647	128361	181695	133115	70940	34910	56596	18724	35508	116058	91613	37172	127469	105157	96602	144228	124889	147474	230886	176828	78707	134467	30891	192580	26700	139940	20048	59257	80072	125729	51767	130857	65629	2210	243137	83780	277996	88039	25730	1216.82951049805	38756.9402901786	91964.7783081055	618.675555218296	3782.46953270576	67151.0318347151
707	3.049	452.33157	Unknown	[M+Na]+	adduct linked to 703_[M+NH4]+	0.875	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.05	QCpool_026	452.32971:11197 453.33306:4731 454.33642:1181	109.09825:13 129.12447:15 149.02238:46 239.14609:15 435.37604:13	837	1982	1684	1098	2136	69895	93748	85823	97444	98327	101115	100253	348095	195979	525885	525719	28051	905275	519363	294342	46847	229868	277372	713799	239370	365252	669412	188616	560936	575755	428047	287300	49802	243197	517383	591096	690491	1291793	342816	1008413	118373	288705	158188	360365	154649	721049	510245	413798	209935	484184	517805	1057621	363403	109206	413922	656939	667374	635256	199867	131243	476940	183043	162585	141095	892660	142477	398	366091	110047	390367	278542	275397	1547.30284423828	92372.1116071429	404200.72089386	561.338111241829	11178.226729311	272936.689181693
708	3.326	452.33548	Unknown	[M+H]+		0.847	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.29	Sample_CPM038_042	452.33008:49392 453.33343:19969 454.33679:4667	133.08339:26 149.02101:291 167.02696:93 279.14798:31	1072	1039	1160	2086	3701	50156	64231	60467	71043	72660	71125	73358	295846	186572	551293	519440	19590	943186	431981	221981	34218	173254	224370	624586	172812	266415	599563	138200	442047	496148	366011	238042	37128	211686	392262	449121	626290	1362162	234312	872311	88950	127998	129714	277578	120929	685481	369883	318162	92498	385804	376308	876530	307600	75616	314914	582778	529511	497969	137654	52745	345377	131904	114637	90292	673519	107207	2117	259720	75566	290033	199711	111399	1811.59946289063	66148.7047991071	331348.821069336	1141.6539677454	8513.04658135905	264027.73137831
